car_reg,purchase_date,county,make,model,type,colour,tax_band,price
182-W-3795,2018-Jul-14,,Opel,Astra,Hatchback,Silver,A,25897
XXX-X-3824,2020-03-18,Dublin,Ford : Mondeo (Saloon),,,blue,b,38141
XXX-X-4262,2020-07-03,Dublin,Ford : Focus (Hatchback),,,white,a,40045
191-G-2702,2019-Apr-19,,Mazda,CX-30,SUV,Blue,B,40377
XXX-X-3794,2018-02-21,Cork,Audi : A6 (Saloon),,,orange,c,52964
191-D-96,2019-Feb-17,Dublin,toyota,yaris : hatchback,,<colour>White</colour>,A,17812
202-G-389,2020-Jul-10,,Toyota,Corolla,Hatchback,Red,B,28218
181-D-3108,2018-Jan-19,,Mercedes,A-Class,Hatchback,White,B,42637
191-D-4663,2019-Jan-07,,BMW,3 Series,Hatchback,White,C,59408
192-G-4275,2019-Sep-26,,toyota,YARIS,Hatchback,#FF0000,A,15951
181-C-2320,2018-Jan-04,,Mazda,Mazda6,Saloon,White,B,39458
202-c-4348,24 Oct,CORK,Ford : Focus,,Hatchback,WHITE,1,33556
191-D-700,2019-Apr-14,,Mercedes,A-Class,Hatchback,Orange,B,61125
XXX-X-3294,2019-01-07,Dublin,Toyota : Corolla (Hatchback),,,red,b,27277
182-l-3212,27 Jul,LIMERICK,BMW : 2 series,,Coupe,ORANGE,2,63156
202-C-4190,2020-Aug-04,,Mazda,CX-5,SUV,White,B,39479
182-G-4929,2018-Jul-16,Galway,ford,focus : estate,,<colour>White</colour>,A,36289
201-C-4202,2020-Jan-02,,Toyota,Corolla,Hatchback,Red,B,29414
XXX-X-3894,2019-02-24,Limerick,Mercedes : C-Class (Saloon),,,white,b,76722
XXX-X-3708,2019-07-15,Dublin,Opel : Astra (Hatchback),,,silver,a,31960
191-D-4415,2019-Mar-14,,Audi,A4,Saloon,White,B,50527
201-g-1119,10 Jan,GALWAY,Mercedes : A-Class,,Saloon,WHITE,2,63026
192-l-3548,11 Jul,LIMERICK,Toyota : Corolla,,Hatchback,WHITE,2,30381
202-D-3491,2020-Jul-07,,Mazda,Mazda6,Saloon,Red,B,36720
181-C-1104,2018-Jan-08,Cork,bmw,3 series : saloon,,<colour>Silver</colour>,B,40009
181-L-2412,2018-Jan-23,Limerick,audi,a6 : estate,,<colour>Red</colour>,C,61461
191-G-921,2019-May-26,,Opel,Astra,Hatchback,Blue,A,27522
XXX-X-2338,2020-08-27,Dublin,Toyota : Corolla (Saloon),,,red,b,30305
201-G-435,2020-Jan-12,,Opel,Grandland X,SUV,Silver,B,33762
XXX-X-814,2020-04-24,Limerick,Audi : Q7 (SUV),,,red,d,117174
201-D-1550,2020-Mar-26,Dublin,audi,q3 : suv,,<colour>Red</colour>,B,44616
202-G-4828,2020-Jul-25,,Ford,Mondeo,Saloon,Orange,B,36681
201-G-3433,2020-Jan-13,,BMW,3 Series,Estate,Silver,B,61140
202-d-1310,20 Jul,DUBLIN,Mazda : Mazda6,,Estate,WHITE,2,36033
181-D-1542,2018-Jan-23,,Ford,Mondeo,Saloon,White,B,36351
XXX-X-1779,2020-01-19,Dublin,Mercedes : C-Class (Saloon),,,white,b,92127
181-d-471,09 Jun,DUBLIN,Mazda : Mazda3,,Saloon,SILVER,2,37046
201-C-110,2020-Jan-11,Cork,bmw,3 series : estate,,<colour>Blue</colour>,B,73933
181-C-2274,2018-Mar-03,,Mazda,Mazda6,Estate,White,B,38700
181-c-3240,05 Jan,CORK,Toyota : Corolla,,Hatchback,RED,2,33346
181-G-1322,2018-Mar-04,Galway,ford,focus : hatchback,,<colour>Blue</colour>,A,27397
181-g-1991,05 Apr,GALWAY,Ford : Mustang,,Coupe,SILVER,3,54207
182-C-2676,2018-Jul-02,,Mazda,Mazda3,Saloon,Red,B,37249
181-d-4944,06 Jan,DUBLIN,Ford : Mondeo,,Hatchback,WHITE,2,34635
201-L-298,2020-Jan-12,,Ford,Focus,Estate,Blue,A,25769
181-G-2164,2018-May-11,,Audi,A4,Estate,Silver,B,42062
181-L-4225,2018-Jan-04,Limerick,mercedes,a-class : saloon,,<colour>Silver</colour>,B,42442
181-D-101,2018-Feb-10,Dublin,mercedes,c-class : saloon,,<colour>Red</colour>,B,72311
XXX-X-3859,2019-08-11,Limerick,Mercedes : C-Class (Estate),,,white,b,83576
201-L-3146,2020-Feb-12,,BMW,3 Series,Saloon,White,B,60337
XXX-X-1470,2019-07-20,Galway,Mazda : Mazda3 (Saloon),,,blue,b,33344
192-d-4963,22 Aug,DUBLIN,BMW : 3 Series,,Saloon,WHITE,2,67368
181-C-1372,2018-Jan-21,,Audi,A6,Saloon,Silver,C,69708
201-l-3922,19 Mar,LIMERICK,Audi : Q3,,SUV,RED,2,51457
181-C-3102,2018-Feb-26,,Opel,Corsa,Hatchback,White,A,17229
181-C-1506,2018-Jan-08,,Mazda,Mazda3,Saloon,Silver,B,32463
201-W-642,2020-Mar-06,Waterford,ford,focus : estate,,<colour>White</colour>,A,30483
XXX-X-1492,2020-07-15,Cork,Toyota : Yaris (Hatchback),,,orange,a,17081
201-d-3127,03 Jan,DUBLIN,BMW : X3,,SUV,RED,3,69668
202-g-1290,14 Jul,GALWAY,Opel : Insignia,,Hatchback,WHITE,2,32862
192-G-260,2019-Jul-16,,Mazda,CX-30,SUV,White,B,40981
XXX-X-1942,2018-04-26,Dublin,Ford : Mustang (Coupe),,,white,c,60363
XXX-X-95,2020-01-03,Cork,Opel : Astra (Hatchback),,,white,a,30203
192-D-949,2019-Sep-08,Dublin,ford,focus : hatchback,,<colour>Silver</colour>,A,42427
XXX-X-3427,2018-01-19,Galway,Toyota : Prius (Hatchback),,,blue,b,36287
201-d-4915,02 Feb,DUBLIN,Opel : Corsa,,Hatchback,BLUE,1,20898
181-c-3660,24 Jan,CORK,Audi : A6,,Saloon,WHITE,3,67946
181-w-1178,24 Mar,WATERFORD,Ford : Focus,,Estate,BLUE,1,42364
XXX-X-441,2020-07-14,Waterford,Audi : Q3 (SUV),,,white,b,50815
202-d-1390,10 Jul,DUBLIN,BMW : 2 series,,Coupe,WHITE,2,84999
XXX-X-1727,2018-07-14,Dublin,Audi : A4 (Estate),,,white,b,51348
181-D-1959,2018-Mar-19,,Mazda,Mazda6,Estate,White,B,39443
191-g-3152,22 Jan,GALWAY,BMW : 5 Series,,Estate,SILVER,3,57759
XXX-X-4011,2020-01-23,Dublin,Ford : Mustang (Coupe),,,red,c,64306
192-d-436,20 Jul,DUBLIN,Mazda : Mazda6,,Estate,SILVER,2,42850
XXX-X-2781,2018-02-13,Dublin,Audi : A4 (Saloon),,,red,b,56341
XXX-X-4775,2019-03-23,Galway,Toyota : Corolla (Hatchback),,,red,b,27035
192-c-2871,22 Jul,CORK,Mercedes : A-Class,,Saloon,BLUE,2,33975
202-D-636,2020-Jul-18,,Ford,Focus,Hatchback,White,A,33948
191-C-3050,2019-Jan-20,,mazda,CX-5,SUV,#FF0000,B,51917
192-c-568,24 Jul,CORK,Audi : A4,,Saloon,BLUE,2,46102
192-D-554,2019-Jul-04,,opel,CORSA,Hatchback,#FF0000,A,18417
XXX-X-3110,2018-01-02,Dublin,Ford : Mondeo (Hatchback),,,white,b,31044
191-L-4529,2019-May-04,Limerick,toyota,corolla : saloon,,<colour>White</colour>,B,31438
191-w-459,11 Jan,WATERFORD,Toyota : Rav4,,SUV,RED,2,36837
192-G-4889,2019-Jul-26,,Mercedes,GLC-Class,SUV,White,C,108629
202-D-4898,2020-Jul-09,Dublin,mazda,mazda3 : hatchback,,<colour>Orange</colour>,B,29438
XXX-X-4781,2018-02-18,Cork,Toyota : Corolla (Hatchback),,,red,b,31213
XXX-X-23,2018-04-04,Galway,Opel : Astra (Hatchback),,,white,a,27506
181-d-150,17 Mar,DUBLIN,Opel : Grandland X,,SUV,WHITE,2,33611
201-C-2355,2020-Mar-16,,Toyota,Corolla,Saloon,Red,B,28382
XXX-X-4501,2020-07-16,Dublin,Toyota : Rav4 (SUV),,,silver,b,36047
XXX-X-3133,2018-03-21,Dublin,Mercedes : A-Class (Hatchback),,,blue,b,56030
201-D-1404,2020-Mar-03,Dublin,ford,focus : hatchback,,<colour>White</colour>,A,24813
201-D-4261,2020-Jan-10,,Opel,Astra,Estate,White,B,27115
201-D-3966,2020-Jan-11,Dublin,toyota,prius : hatchback,,<colour>Blue</colour>,B,34305
191-d-2506,22 Jan,DUBLIN,Audi : A4,,Estate,WHITE,2,51555
201-c-826,24 Feb,CORK,Mercedes : GLC-Class,,SUV,RED,3,135283
202-C-3959,2020-Jul-17,,opel,CORSA,Hatchback,#FFFFFF,A,19448
XXX-X-590,2018-01-18,Cork,Opel : Astra (Hatchback),,,red,a,29295
182-G-1928,2018-Jul-13,,mercedes,GLC-CLASS,SUV,#C0C0C0,C,76115
191-C-45,2019-Mar-13,,toyota,CAMERY,Saloon,#0000FF,B,39258
201-W-41,2020-Mar-27,,Ford,Kuga,SUV,Blue,B,37612
201-D-1997,2020-Jan-22,Dublin,opel,crossland x : suv,,<colour>Blue</colour>,A,22011
191-D-4369,2019-Jan-19,Dublin,opel,astra : estate,,<colour>Silver</colour>,B,29617
XXX-X-1638,2020-01-14,Dublin,Mercedes : A-Class (Saloon),,,white,b,56145
192-D-2258,2019-Jul-01,,Audi,A6,Saloon,White,C,57088
181-D-1741,2018-Apr-02,,Toyota,Yaris,Hatchback,White,A,15276
192-L-4522,2019-Jul-16,Limerick,opel,crossland x : suv,,<colour>Orange</colour>,A,25538
191-L-1198,2019-May-11,,BMW,3 Series,Saloon,Silver,B,52450
191-g-3872,20 Mar,GALWAY,Toyota : Rav4,,SUV,SILVER,2,39710
202-D-4225,2020-Jul-20,Dublin,opel,insignia : hatchback,,<colour>White</colour>,B,35662
191-D-1029,2019-Feb-18,,Toyota,Rav4,SUV,Red,B,41932
201-c-3714,12 Jan,CORK,Opel : Astra,,Estate,WHITE,2,29916
191-L-4550,2019-Jan-09,,Audi,A6,Estate,Silver,C,85874
201-C-142,2020-Feb-25,,Opel,Insignia,Hatchback,Silver,B,35718
XXX-X-3604,2018-10-23,Dublin,Mazda : Mazda3 (Hatchback),,,silver,b,31541
XXX-X-4504,2018-07-23,Galway,Opel : Corsa (Hatchback),,,white,a,23825
XXX-X-4801,2018-08-26,Dublin,Opel : Astra (Hatchback),,,silver,a,31420
201-d-878,01 Mar,DUBLIN,BMW : 3 Series,,Hatchback,RED,3,48459
201-D-1068,2020-Jan-11,,mazda,MAZDA3,Saloon,#0000FF,B,33688
XXX-X-4220,2020-05-19,Galway,Ford : Fiesta (Hatchback),,,white,a,29771
181-D-474,2018-May-12,,Mercedes,GLC-Class,SUV,Red,C,108951
XXX-X-453,2018-05-06,Dublin,Mazda : CX-30 (SUV),,,red,b,40157
191-D-1809,2019-Mar-23,,ford,MONDEO,Saloon,#FFFFFF,B,35608
XXX-X-1690,2020-01-15,Cork,BMW : X3 (SUV),,,white,c,92847
202-G-3281,2020-Jul-05,Galway,audi,a4 : saloon,,<colour>Red</colour>,B,49933
201-D-2324,2020-Jan-27,Dublin,bmw,x3 : suv,,<colour>Blue</colour>,C,87061
191-L-2857,2019-Jan-23,,Mercedes,C-Class,Saloon,White,B,106950
XXX-X-4730,2018-03-22,Cork,Toyota : Corolla (Hatchback),,,silver,b,32573
192-G-4500,2019-Nov-15,Galway,toyota,rav4 : suv,,<colour>Orange</colour>,B,41533
191-w-2915,05 Feb,WATERFORD,Mazda : Mazda3,,Hatchback,WHITE,2,31034
201-D-282,2020-Jan-07,Dublin,opel,insignia : hatchback,,<colour>Blue</colour>,B,30957
182-c-1141,12 Jul,CORK,Audi : A6,,Saloon,BLUE,3,87844
XXX-X-3636,2019-02-06,Galway,Mercedes : GLC-Class (SUV),,,white,c,130342
182-g-2266,21 Oct,GALWAY,Mercedes : A-Class,,Hatchback,BLUE,2,43517
202-D-2726,2020-Sep-03,,Ford,Focus,Hatchback,White,A,30903
XXX-X-1197,2018-07-27,Dublin,Opel : Corsa (Hatchback),,,blue,a,19231
202-C-4407,2020-Jul-07,Cork,ford,fiesta : hatchback,,<colour>White</colour>,A,23509
202-D-386,2020-Oct-09,,Audi,A4,Saloon,Blue,B,44046
XXX-X-3498,2020-04-06,Dublin,Toyota : Rav4 (SUV),,,red,b,43599
XXX-X-4961,2018-01-04,Limerick,BMW : 5 Series (Estate),,,white,c,82912
182-D-2315,2018-Aug-01,,Ford,Focus,Hatchback,Red,A,43258
181-D-591,2018-Jan-06,Dublin,bmw,2 series : coupe,,<colour>Silver</colour>,B,95986
201-D-3504,2020-Feb-22,Dublin,mazda,mazda6 : estate,,<colour>Red</colour>,B,37595
201-D-785,2020-Mar-07,,BMW,2 series,Coupe,White,B,122580
XXX-X-3684,2020-05-19,Dublin,Mercedes : AMG-GT (Hatchback),,,white,d,171439
201-W-3730,2020-Jan-05,Waterford,opel,corsa : hatchback,,<colour>Blue</colour>,A,23561
191-G-142,2019-Jan-02,,Opel,Corsa,Hatchback,White,A,19016
201-W-3298,2020-Jan-20,Waterford,toyota,prius : hatchback,,<colour>Blue</colour>,B,34941
192-w-1582,16 Jul,WATERFORD,Opel : Astra,,Hatchback,RED,1,31503
XXX-X-1780,2019-07-14,Limerick,Mercedes : A-Class (Hatchback),,,white,b,38262
XXX-X-2258,2020-01-08,Dublin,BMW : 5 Series (Estate),,,red,c,57042
181-D-3877,2018-Jan-25,,BMW,2 series,Coupe,White,B,46168
191-C-2624,2019-Jan-06,,Audi,A6,Saloon,Blue,C,64767
181-D-4772,2018-Mar-27,,mercedes,AMG-GT,Hatchback,#C0C0C0,D,173954
201-D-859,2020-Apr-26,,Mercedes,GLC-Class,SUV,White,C,91941
191-D-1019,2019-Apr-19,,audi,Q3,SUV,#C0C0C0,B,46358
XXX-X-4511,2020-02-18,Galway,Mercedes : AMG-GT (Hatchback),,,red,d,222360
XXX-X-4932,2018-07-14,Dublin,Toyota : Yaris (Hatchback),,,blue,a,19067
201-D-1498,2020-Mar-06,,ford,FOCUS,Estate,#FFFFFF,A,36290
191-C-2576,2019-Mar-04,,Ford,Mondeo,Saloon,Blue,B,35071
XXX-X-1685,2019-07-06,Dublin,Ford : Focus (Hatchback),,,white,a,30758
202-c-4973,06 Jul,CORK,Toyota : Corolla,,Hatchback,WHITE,2,30333
XXX-X-579,2019-07-14,Dublin,Mercedes : C-Class (Estate),,,blue,b,115226
XXX-X-485,2020-03-11,Dublin,Mercedes : C-Class (Saloon),,,white,b,72157
181-d-306,07 Mar,DUBLIN,Mazda : Mazda6,,Estate,RED,2,37413
191-l-4961,13 Feb,LIMERICK,Opel : Corsa,,Hatchback,RED,1,19185
XXX-X-437,2020-01-26,Cork,BMW : 3 Series (Estate),,,silver,b,66063
202-D-2912,2020-Jul-04,,toyota,COROLLA,Saloon,#FFFFFF,B,28469
181-D-4935,2018-Jan-27,,mercedes,C-CLASS,Estate,#C0C0C0,B,58364
181-g-2894,14 Jan,GALWAY,Audi : A4,,Saloon,BLUE,2,50132
191-d-3609,02 Jan,DUBLIN,Audi : A6,,Estate,RED,3,60104
202-D-3932,2020-Jul-02,Dublin,opel,corsa : hatchback,,<colour>Red</colour>,A,22037
XXX-X-2723,2018-07-05,Limerick,Mazda : CX-5 (SUV),,,white,b,49706
191-D-3298,2019-Apr-21,Dublin,mercedes,a-class : hatchback,,<colour>White</colour>,B,55670
191-d-1366,18 Jan,DUBLIN,Audi : A6,,Estate,WHITE,3,75178
181-D-2706,2018-Jan-14,,Ford,Fiesta,Hatchback,White,A,21621
202-D-634,2020-Jul-14,,BMW,2 series,Coupe,Red,B,94477
202-D-2458,2020-Sep-23,,Opel,Astra,Hatchback,White,A,24105
XXX-X-1460,2020-02-19,Dublin,Audi : A4 (Estate),,,white,b,52374
182-d-257,17 Jul,DUBLIN,Mazda : Mazda3,,Hatchback,BLUE,2,28322
191-L-2677,2019-Jan-13,,Toyota,Corolla,Hatchback,White,B,32240
XXX-X-4905,2019-07-17,Cork,Opel : Astra (Hatchback),,,red,a,26286
XXX-X-1164,2019-01-18,Limerick,Audi : A6 (Saloon),,,silver,c,51616
201-D-3300,2020-Jan-07,,Audi,A4,Estate,White,B,50091
201-C-35,2020-Mar-02,Cork,bmw,3 series : estate,,<colour>Red</colour>,B,66105
XXX-X-3786,2019-02-26,Dublin,BMW : X3 (SUV),,,red,c,104878
XXX-X-1347,2019-10-19,Galway,Mercedes : C-Class (Estate),,,white,b,79392
XXX-X-2422,2019-07-17,Galway,Opel : Astra (Hatchback),,,white,a,26284
182-c-4900,18 Jul,CORK,BMW : X3,,SUV,BLUE,3,94444
201-G-617,2020-Jan-18,Galway,opel,corsa : hatchback,,<colour>White</colour>,A,20683
181-D-2518,2018-Mar-16,,toyota,COROLLA,Hatchback,#FF0000,B,33931
XXX-X-3899,2020-08-10,Cork,Toyota : Yaris (Hatchback),,,red,a,18622
181-D-4357,2018-Mar-15,Dublin,audi,a6 : saloon,,<colour>White</colour>,C,81891
201-W-502,2020-May-26,,Toyota,Prius,Hatchback,White,B,34812
201-c-300,02 Jan,CORK,BMW : X3,,SUV,WHITE,3,60401
XXX-X-4272,2020-08-10,Cork,Mercedes : AMG-GT (Hatchback),,,blue,d,163496
181-g-1546,02 Mar,GALWAY,Opel : Grandland X,,SUV,SILVER,2,32171
181-D-2525,2018-Mar-25,Dublin,mazda,mazda6 : saloon,,<colour>Silver</colour>,B,42696
XXX-X-3906,2018-01-23,Dublin,Opel : Grandland X (SUV),,,blue,b,30855
201-D-3879,2020-Feb-06,,Audi,A6,Estate,White,C,90916
201-d-2849,26 Mar,DUBLIN,Opel : Insignia,,Hatchback,BLUE,2,33248
XXX-X-3182,2020-07-08,Dublin,Ford : Kuga (SUV),,,red,b,39013
181-C-4008,2018-Jan-23,,Mercedes,A-Class,Saloon,Silver,B,57787
201-l-2956,09 Apr,LIMERICK,Audi : A4,,Saloon,BLUE,2,55132
191-G-4638,2019-Jan-08,,opel,CORSA,Hatchback,#FF0000,A,19122
191-L-1061,2019-Jan-10,,ford,MUSTANG,Coupe,#C0C0C0,C,61667
XXX-X-879,2020-04-17,Dublin,Mercedes : A-Class (Saloon),,,white,b,40026
201-d-968,21 Jan,DUBLIN,Mercedes : AMG-GT,,Hatchback,WHITE,4,185790
XXX-X-3677,2019-04-17,Dublin,Toyota : Rav4 (SUV),,,silver,b,37627
181-w-494,21 Jan,WATERFORD,Mercedes : C-Class,,Saloon,SILVER,2,60496
191-D-3449,2019-Mar-19,,Mazda,Mazda3,Hatchback,Red,B,35984
XXX-X-404,2018-01-17,Cork,Ford : Mustang (Coupe),,,silver,c,49976
XXX-X-3955,2020-03-12,Cork,Mazda : Mazda6 (Saloon),,,white,b,41342
201-G-3764,2020-Jan-09,Galway,opel,astra : hatchback,,<colour>Blue</colour>,A,25734
201-C-2460,2020-May-27,,mazda,MAZDA3,Hatchback,#FFFFFF,B,31753
201-D-505,2020-Jan-21,Dublin,opel,corsa : hatchback,,<colour>White</colour>,A,17339
201-C-3360,2020-Feb-27,,Toyota,Yaris,Hatchback,Blue,A,18412
XXX-X-3092,2020-07-15,Cork,Mazda : CX-30 (SUV),,,blue,b,39523
181-C-2380,2018-May-12,,BMW,3 Series,Estate,Silver,B,47906
XXX-X-3408,2018-02-18,Galway,BMW : 5 Series (Estate),,,red,c,79615
201-W-3740,2020-Jun-23,,opel,ASTRA,Hatchback,#C0C0C0,A,27759
181-C-1618,2018-Feb-12,,BMW,2 series,Coupe,White,B,100655
XXX-X-860,2018-03-25,Dublin,Mercedes : AMG-GT (Hatchback),,,white,d,162638
202-L-2259,2020-Jul-10,,BMW,X3,SUV,White,C,82703
201-D-4723,2020-Jun-03,,Ford,Mondeo,Hatchback,Red,B,39254
192-d-1545,11 Jul,DUBLIN,Toyota : Camery,,Saloon,WHITE,2,41396
191-C-3901,2019-Jan-08,Cork,bmw,x3 : suv,,<colour>White</colour>,C,91014
XXX-X-1362,2018-02-17,Dublin,Mercedes : C-Class (Saloon),,,blue,b,70288
191-G-3563,2019-Feb-01,,Mazda,Mazda6,Saloon,Blue,B,38671
XXX-X-1224,2018-04-10,Dublin,Audi : A4 (Saloon),,,silver,b,47736
XXX-X-474,2019-07-09,Waterford,Mazda : Mazda6 (Estate),,,white,b,41036
192-D-2924,2019-Jul-27,,Toyota,Yaris,Hatchback,Red,A,19717
201-D-210,2020-Jan-19,,Toyota,Corolla,Saloon,White,B,28256
XXX-X-331,2020-04-14,Galway,Audi : A4 (Saloon),,,silver,b,45516
XXX-X-2854,2019-02-22,Waterford,Mercedes : GLC-Class (SUV),,,white,c,117975
201-L-4664,2020-Apr-13,,opel,CORSA,Hatchback,#FFFFFF,A,19371
XXX-X-2445,2018-02-16,Dublin,Audi : A6 (Saloon),,,red,c,68377
181-D-1642,2018-Feb-27,,bmw,3 SERIES,Estate,#FFFFFF,B,66812
XXX-X-1945,2018-01-14,Galway,Audi : A4 (Estate),,,white,b,51351
181-D-1927,2018-Feb-08,,Ford,Focus,Hatchback,White,A,25999
201-C-2762,2020-Feb-18,,opel,ASTRA,Estate,#C0C0C0,B,28657
XXX-X-861,2018-03-11,Dublin,Opel : Astra (Estate),,,white,b,26434
XXX-X-3078,2018-07-23,Cork,Ford : Focus (Estate),,,orange,a,40705
201-D-4446,2020-Jan-13,,Ford,Fiesta,Hatchback,Blue,A,20420
181-l-1807,13 Feb,LIMERICK,Toyota : Corolla,,Saloon,WHITE,2,29280
181-C-16,2018-Apr-26,Cork,mercedes,glc-class : suv,,<colour>White</colour>,C,113084
202-d-1891,10 Jul,DUBLIN,Ford : Fiesta,,Hatchback,WHITE,1,21989
XXX-X-1587,2018-08-12,Dublin,Toyota : Yaris (Hatchback),,,silver,a,17853
201-L-3148,2020-May-17,,Mazda,Mazda6,Saloon,Silver,B,36978
191-C-208,2019-Jan-13,Cork,bmw,2 series : coupe,,<colour>Blue</colour>,B,102369
192-D-3696,2019-Jul-04,,opel,GRANDLAND X,SUV,#0000FF,B,37386
182-D-546,2018-Sep-21,,Mercedes,A-Class,Saloon,White,B,48078
182-d-2354,25 Jul,DUBLIN,Toyota : Yaris,,Hatchback,WHITE,1,15098
191-W-3423,2019-Feb-07,,opel,ASTRA,Estate,#FFFFFF,B,26658
191-d-4417,17 Feb,DUBLIN,Ford : Kuga,,SUV,BLUE,2,41352
201-d-1154,23 Feb,DUBLIN,Ford : Mondeo,,Hatchback,SILVER,2,39561
192-C-3240,2019-Jul-24,,Opel,Astra,Estate,White,B,28702
XXX-X-776,2018-08-24,Dublin,Audi : A4 (Saloon),,,white,b,45842
181-d-1789,04 Mar,DUBLIN,Opel : Astra,,Hatchback,WHITE,1,25323
XXX-X-4271,2019-05-02,Galway,Opel : Insignia (Hatchback),,,silver,b,28671
182-d-4776,01 Aug,DUBLIN,Mazda : CX-30,,SUV,BLUE,2,39765
XXX-X-3980,2019-01-24,Cork,Audi : Q3 (SUV),,,white,b,40947
192-C-2023,2019-Jul-15,,mazda,CX-30,SUV,#FFFFFF,B,29999
191-D-2759,2019-Apr-20,,mercedes,C-CLASS,Saloon,#0000FF,B,81377
192-C-4200,2019-Aug-14,,mercedes,C-CLASS,Estate,#FFFFFF,B,65790
XXX-X-4298,2019-05-19,Dublin,Mazda : Mazda6 (Saloon),,,silver,b,42873
201-G-4053,2020-Jan-17,,mazda,MAZDA3,Saloon,#FFFFFF,B,36367
XXX-X-3473,2019-07-08,Galway,Ford : Mondeo (Saloon),,,white,b,34524
182-C-2799,2018-Jul-24,,toyota,COROLLA,Hatchback,#FF0000,B,28021
202-l-3328,11 Oct,LIMERICK,BMW : 7 Series,,Saloon,WHITE,4,208752
201-C-947,2020-Jan-06,,Toyota,Prius,Hatchback,Blue,B,36076
181-g-1786,11 Jan,GALWAY,Mercedes : C-Class,,Estate,SILVER,2,102682
191-w-3553,13 Feb,WATERFORD,Ford : Mondeo,,Saloon,WHITE,2,34322
XXX-X-3295,2020-03-27,Cork,Toyota : Corolla (Saloon),,,white,b,28941
192-D-1060,2019-Oct-13,,Audi,A4,Estate,White,B,48674
XXX-X-475,2018-02-14,Limerick,Audi : A6 (Saloon),,,silver,c,83077
XXX-X-3286,2019-04-04,Limerick,Ford : Focus (Hatchback),,,red,a,37781
XXX-X-963,2019-01-20,Cork,Ford : Focus (Estate),,,blue,a,33543
201-C-4687,2020-Jan-01,,bmw,7 SERIES,Saloon,#0000FF,D,116454
202-W-2978,2020-Jul-05,,Toyota,Rav4,SUV,White,B,37865
192-D-4530,2019-Jul-11,,Ford,Mondeo,Saloon,White,B,40688
201-G-2990,2020-Feb-16,,BMW,5 Series,Estate,White,C,62803
191-c-3058,06 Feb,CORK,Mazda : Mazda6,,Estate,WHITE,2,36503
191-L-4069,2019-Feb-03,,Toyota,Rav4,SUV,Red,B,45528
XXX-X-2837,2018-02-26,Dublin,Opel : Astra (Hatchback),,,white,a,29776
201-L-4173,2020-Feb-08,Limerick,mazda,mazda3 : hatchback,,<colour>Blue</colour>,B,30557
201-D-1761,2020-Feb-03,Dublin,bmw,5 series : estate,,<colour>White</colour>,C,59177
XXX-X-2656,2019-04-27,Cork,Opel : Astra (Hatchback),,,white,a,25724
191-c-3268,23 Feb,CORK,Toyota : Corolla,,Saloon,WHITE,2,29176
191-d-83,12 Jan,DUBLIN,Toyota : Corolla,,Hatchback,RED,2,29922
192-D-4202,2019-Jul-09,Dublin,audi,a4 : saloon,,<colour>Silver</colour>,B,44545
202-C-3931,2020-Jul-05,,audi,A4,Saloon,#0000FF,B,53602
182-g-321,18 Jul,GALWAY,Toyota : Rav4,,SUV,SILVER,2,47351
201-D-355,2020-Apr-01,,ford,KUGA,SUV,#0000FF,B,47764
182-l-1047,07 Jul,LIMERICK,Ford : Mondeo,,Hatchback,SILVER,2,34073
XXX-X-1474,2020-04-13,Dublin,Mazda : Mazda3 (Saloon),,,red,b,34306
182-l-854,03 Jul,LIMERICK,Opel : Corsa,,Hatchback,WHITE,1,21016
192-D-2932,2019-Aug-18,,Toyota,Yaris,Hatchback,Silver,A,19390
202-C-2092,2020-Jul-09,,Toyota,Rav4,SUV,White,B,43193
182-D-2648,2018-Jul-13,,Mazda,CX-5,SUV,White,B,50252
201-L-2792,2020-Jan-13,,Audi,A4,Estate,White,B,44367
201-D-3267,2020-Jan-25,,Mercedes,C-Class,Saloon,White,B,61499
181-d-617,21 Jan,DUBLIN,Toyota : Prius,,Hatchback,WHITE,2,36556
181-W-2652,2018-Mar-06,Waterford,audi,a6 : saloon,,<colour>White</colour>,C,57333
181-D-2687,2018-Jan-06,,Mazda,CX-30,SUV,White,B,43359
XXX-X-3747,2019-03-04,Dublin,BMW : 5 Series (Estate),,,red,c,66880
201-D-2023,2020-May-21,,Opel,Insignia,Hatchback,Orange,B,38011
XXX-X-3166,2020-01-26,Dublin,Toyota : Rav4 (SUV),,,blue,b,40229
182-D-1204,2018-Jul-25,,Mercedes,A-Class,Hatchback,Red,B,57077
201-G-2570,2020-Mar-27,Galway,audi,a4 : estate,,<colour>Blue</colour>,B,47140
201-g-3260,11 Jan,GALWAY,Opel : Insignia,,Hatchback,WHITE,2,28592
181-l-1437,24 Jan,LIMERICK,Opel : Astra,,Hatchback,WHITE,1,30725
191-w-3392,07 Feb,WATERFORD,Ford : Mondeo,,Saloon,SILVER,2,37938
191-G-2379,2019-Feb-23,Galway,toyota,yaris : hatchback,,<colour>Blue</colour>,A,18608
181-C-44,2018-Feb-19,,Mercedes,C-Class,Estate,Red,B,76759
XXX-X-826,2020-07-12,Cork,BMW : 2 series (Coupe),,,blue,b,68100
181-D-2122,2018-Jan-10,Dublin,mazda,mazda6 : saloon,,<colour>Red</colour>,B,39140
201-W-2281,2020-May-23,,Opel,Corsa,Hatchback,Blue,A,18561
